# This file is generated from nextgen via SQL:  select * from (select name, is_aggregate, case_insensitive, alias_to,create_query,origin, syntax, arguments,returned_value,categories from system.functions where not (origin in ('PythonUserDefined','JavaScriptUserDefined')) union all select name,0 as is_aggregate,0 as case_insensitive, '' as alias_to,'' as create_query,null as origin, '' as syntax, '' as arguments,'' as returned_value,'table' as categories from system.table_functions) order by name
name,is_aggregate,case_insensitive,alias_to,create_query,origin,syntax,arguments,returned_value,categories
tuple_divide_by_number,0,1,,,System,,,,
tuple_element,0,1,,,System,,,,
tuple_hamming_distance,0,1,,,System,,,,
tuple_minus,0,1,,,System,,,,
tuple_multiply,0,1,,,System,,,,
tuple_multiply_by_number,0,1,,,System,,,,
tuple_negate,0,1,,,System,,,,
tuple_plus,0,1,,,System,,,,
tuple_to_name_value_pairs,0,1,,,System,,,,
ucase,0,1,upper,,System,,,,
ulid_string_to_datetime,0,1,,,System,,,,ULID
unbin,0,1,,,System,,,,
unhex,0,1,,,System,,,,
uniq,1,1,unique,,System,,,,
uniq_exact,1,1,unique_exact,,System,,,,
uniq_hll12,1,1,unique_hll12,,System,,,,
unique,1,1,,,System,,,,
unique_combined,1,1,,,System,,,,
unique_combined64,1,1,,,System,,,,
unique_exact,1,1,,,System,,,,
unique_hll12,1,1,,,System,,,,
unique_up_to,1,1,,,System,,,,
upper,0,1,,,System,,,,
upper_utf8,0,1,,,System,,,,
uptime,0,1,,,System,,,,
url,0,0,,,,,,,table
url_hash,0,1,,,System,,,,
url_hierarchy,0,1,,,System,,,,
url_path_hierarchy,0,1,,,System,,,,
user,0,1,current_user,,System,,,,
utc_timestamp,0,1,,,System,,,,Dates and Times
uuid,0,1,,,System,,,,
uuid7,0,1,generate_uuidv7,,System,,,,
uuid_num_to_string,0,1,,,System,,,,
uuid_string_to_num,0,1,,,System,,,,
uuid_to_num,0,0,,,System,,,,UUID
uuidv7_to_datetime,0,0,,,System,,,,UUID
validate_nested_array_sizes,0,1,,,System,,,,
values,0,0,,,,,,,table
var_pop,1,1,,,System,,,,
var_pop_stable,1,1,,,System,,,,
var_samp,1,1,,,System,,,,
var_samp_stable,1,1,,,System,,,,
variant_element,0,1,,,System,"variantElement(variant, type_name, [, default_value])","- variant:Variant column
- type_name:The name of the variant type to extract
- default_value:The default value that will be used if variant doesn't have variant with specified type. Can be any type. Optional
",,variant
variant_type,0,1,,,System,variant_type(variant),"- variant:Variant column
",,Variants
vector_difference,0,1,tuple_minus,,System,,,,
vector_sum,0,1,tuple_plus,,System,,,,
version,0,1,,,System,,,,
view,0,0,,,,,,,table
viewExplain,0,0,,,,,,,table
visible_width,0,1,,,System,,,,
visit_param_extract_bool,0,1,simple_json_extract_bool,,System,,,,
visit_param_extract_float,0,1,simple_json_extract_float,,System,,,,
visit_param_extract_int,0,1,simple_json_extract_int,,System,,,,
visit_param_extract_raw,0,1,simple_json_extract_raw,,System,,,,
visit_param_extract_string,0,1,simple_json_extract_string,,System,,,,
visit_param_extract_uint,0,1,simple_json_extract_uint,,System,,,,
visit_param_has,0,1,simple_json_has,,System,,,,
weak_hash32,0,1,,,System,,,,
week,0,1,to_week,,System,,,,
welch_ttest,1,1,,,System,,,,
window_funnel,1,1,,,System,,,,
wkt,0,1,,,System,,,,
word_shingle_min_hash,0,1,,,System,,,,
word_shingle_min_hash_arg,0,1,,,System,,,,
word_shingle_min_hash_arg_case_insensitive,0,1,,,System,,,,
word_shingle_min_hash_arg_case_insensitive_utf8,0,1,,,System,,,,
word_shingle_min_hash_arg_utf8,0,1,,,System,,,,
word_shingle_min_hash_case_insensitive,0,1,,,System,,,,
word_shingle_min_hash_case_insensitive_utf8,0,1,,,System,,,,
word_shingle_min_hash_utf8,0,1,,,System,,,,
word_shingle_sim_hash,0,1,,,System,,,,
word_shingle_sim_hash_case_insensitive,0,1,,,System,,,,
word_shingle_sim_hash_case_insensitive_utf8,0,1,,,System,,,,
word_shingle_sim_hash_utf8,0,1,,,System,,,,
wy_hash64,0,1,,,System,,,,
xirr,1,1,,,System,,,,
xor,0,1,,,System,,,,
xx_hash32,0,1,,,System,,,,
xx_hash64,0,1,,,System,,,,
xxh3,0,0,,,System,,,,Hash
yandex_consistent_hash,0,1,kostik_consistent_hash,,System,,,,
year,0,1,to_year,,System,,,,
yearweek,0,1,to_year_week,,System,,,,
yesterday,0,1,,,System,,,,
zeros,0,0,,,,,,,table
zeros_mt,0,0,,,,,,,table
